date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:14:32	66135/66135	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:31%20GMT	https://htmldemo.net/koparion/koparion/img/slider/14.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/slider/14.jpg	(from https://htmldemo.net/koparion/koparion/index-7.html)
12:14:32	35649/35649	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:31%20GMT	https://htmldemo.net/koparion/koparion/img/slider/15.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/slider/15.jpg	(from https://htmldemo.net/koparion/koparion/index-7.html)
12:14:33	60836/60836	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:32%20GMT	https://htmldemo.net/koparion/koparion/img/flex/1.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/flex/1.jpg	(from https://htmldemo.net/koparion/koparion/product-details.html)
12:14:33	86416/86416	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:32%20GMT	https://htmldemo.net/koparion/koparion/img/flex/5.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/flex/5.jpg	(from https://htmldemo.net/koparion/koparion/product-details.html)
12:14:33	128333/128333	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:33%20GMT	https://htmldemo.net/koparion/koparion/img/flex/2.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/flex/2.jpg	(from https://htmldemo.net/koparion/koparion/product-details.html)
12:14:34	12988/12988	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:33%20GMT	https://htmldemo.net/koparion/koparion/img/banner/33.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/banner/33.jpg	(from https://htmldemo.net/koparion/koparion/product-details.html)
12:14:34	35958/35958	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:33%20GMT	https://htmldemo.net/koparion/koparion/img/banner/31.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/banner/31.jpg	(from https://htmldemo.net/koparion/koparion/shop.html)
12:14:35	45738/45738	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:34%20GMT	https://htmldemo.net/koparion/koparion/img/banner/32.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/banner/32.jpg	(from https://htmldemo.net/koparion/koparion/shop.html)
12:14:35	16432/16432	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:35%20GMT	https://htmldemo.net/koparion/koparion/img/author/1.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/author/1.jpg	(from https://htmldemo.net/koparion/koparion/blog.html)
12:14:35	45738/45738	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:35%20GMT	https://htmldemo.net/koparion/koparion/img/blog/1.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/blog/1.jpg	(from https://htmldemo.net/koparion/koparion/blog.html)
12:14:36	40781/40781	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:35%20GMT	https://htmldemo.net/koparion/koparion/img/blog/3.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/blog/3.jpg	(from https://htmldemo.net/koparion/koparion/blog.html)
12:14:36	115508/115508	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:36%20GMT	https://htmldemo.net/koparion/koparion/img/blog/4.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/blog/4.jpg	(from https://htmldemo.net/koparion/koparion/blog.html)
12:14:37	91362/91362	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:36%20GMT	https://htmldemo.net/koparion/koparion/img/blog/6.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/blog/6.jpg	(from https://htmldemo.net/koparion/koparion/blog.html)
12:14:37	143783/143783	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:37%20GMT	https://htmldemo.net/koparion/koparion/img/blog/2.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/blog/2.jpg	(from https://htmldemo.net/koparion/koparion/blog.html)
12:14:38	18952/18952	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:37%20GMT	https://htmldemo.net/koparion/koparion/img/author/2.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/author/2.jpg	(from https://htmldemo.net/koparion/koparion/blog-details.html)
12:14:38	1925414/1925414	---M--	200	added ('OK')	audio/mpeg	etag:%226347871a-1d6126%22	https://htmldemo.net/koparion/koparion/audio/Ami_Raji.mp3	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/audio/Ami_Raji.mp3	(from https://htmldemo.net/koparion/koparion/blog.html)
12:14:39	12688/12688	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:37%20GMT	https://htmldemo.net/koparion/koparion/img/author/3.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/author/3.jpg	(from https://htmldemo.net/koparion/koparion/blog-details.html)
12:14:39	16685/16685	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:39%20GMT	https://htmldemo.net/koparion/koparion/img/author/4.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/author/4.jpg	(from https://htmldemo.net/koparion/koparion/blog-details.html)
12:14:39	1249/1249	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263478735-4e1%22	https://htmldemo.net/koparion/koparion/js/ajax-mail.js	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/js/ajax-mail.js	(from https://htmldemo.net/koparion/koparion/contact.html)
12:14:40	16432/16432	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:39%20GMT	https://htmldemo.net/koparion/koparion/img/team/1.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/team/1.jpg	(from https://htmldemo.net/koparion/koparion/about.html)
12:14:40	18952/18952	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:40%20GMT	https://htmldemo.net/koparion/koparion/img/team/2.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/team/2.jpg	(from https://htmldemo.net/koparion/koparion/about.html)
12:14:41	12688/12688	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:40%20GMT	https://htmldemo.net/koparion/koparion/img/team/3.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/team/3.jpg	(from https://htmldemo.net/koparion/koparion/about.html)
12:14:41	16685/16685	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:41%20GMT	https://htmldemo.net/koparion/koparion/img/team/4.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/team/4.jpg	(from https://htmldemo.net/koparion/koparion/about.html)
12:14:42	40915/40915	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:41%20GMT	https://htmldemo.net/koparion/koparion/img/product/2.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/product/2.jpg	(from https://htmldemo.net/koparion/koparion/compare.html)
12:14:42	10645/10645	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20Nov%202023%2005:14:42%20GMT	https://htmldemo.net/koparion/koparion/img/3.jpg	C:/Users/ASUS/Downloads/html-book/book/htmldemo.net/koparion/koparion/img/3.jpg	(from https://htmldemo.net/koparion/koparion/404.html)
